league,team,team_logo,player_name,player_link,squad_status,team_logo_url,full_name,date_of_birth,place_of_birth,latitude,longitude,height,position_full
Ligue 1,Lyon,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,Florent Sanchez,https://en.wikipedia.org/wiki/Florent_Sanchez_Da_Silva,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,Florent Sanchez Da Silva,(2003-04-02)2 April 2003(age 21),"Vaulx-en-Velin, France",45.7768,4.9186,1.78 m (5 ft 10 in),Midfielder
Ligue 1,Lyon,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,Justin Bengui,https://en.wikipedia.org/w/index.php?title=Justin_Bengui&action=edit&redlink=1,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,,,Not Listed,,,,
Ligue 1,Lyon,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,Nemanja Matić,https://en.wikipedia.org/wiki/Nemanja_Mati%C4%87,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,Nemanja Matić[1],(1988-08-01)1 August 1988(age 36)[2],"Šabac,SR Serbia,Yugoslavia",44.75,19.7,1.94 m (6 ft 4 in)[3],Defensive midfielder
Ligue 1,Lyon,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,Mahamadou Diawara,https://en.wikipedia.org/wiki/Mahamadou_Diawara,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,,(2005-02-17)17 February 2005(age 19),"Longjumeau, France[1]",48.6943,2.2958,1.87 m (6 ft 2 in),Midfielder
Ligue 1,Lyon,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,Ernest Nuamah,https://en.wikipedia.org/wiki/Ernest_Nuamah,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,Ernest Nuamah Appiah[1],(2003-11-01)1 November 2003(age 20),"Kumasi, Ghana",6.7,-1.625,1.78 m (5 ft 10 in)[2],Winger
Ligue 1,Lyon,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,Rémy Descamps,https://en.wikipedia.org/wiki/R%C3%A9my_Descamps,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,,(1996-06-25)25 June 1996(age 28),"Marcq-en-Barœul, France",50.6711,3.0972,1.96 m (6 ft 5 in)[1],Goalkeeper
Ligue 1,Lyon,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,Duje Ćaleta-Car,https://en.wikipedia.org/wiki/Duje_%C4%86aleta-Car,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,Duje Ćaleta-Car[1],(1996-09-17)17 September 1996(age 27)[1],"Šibenik, Croatia",43.735,15.89056,1.92 m (6 ft 4 in)[1],Centre-back
Ligue 1,Lyon,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,Georges Mikautadze,https://en.wikipedia.org/wiki/Georges_Mikautadze,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,,(2000-10-31)31 October 2000(age 23),"Lyon, France",45.76,4.84,1.76 m (5 ft 9 in),Forward
Ligue 1,Lyon,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,Ainsley Maitland-Niles,https://en.wikipedia.org/wiki/Ainsley_Maitland-Niles,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,Ainsley Cory Maitland-Niles[1],(1997-08-29)29 August 1997(age 27)[2],"Goodmayes, England",51.56306,0.11333,5 ft 10 in (1.77 m)[3],"Right-back,defensive midfielder[4]"
Ligue 1,Lyon,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,Mathieu Patouillet,https://en.wikipedia.org/wiki/Mathieu_Patouillet,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,Mathieu Frank Patouillet[1],(2004-02-20)20 February 2004(age 20),"Lyon, France[1]",45.76,4.84,1.88 m (6 ft 2 in),Goalkeeper
Ligue 1,Lyon,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,Achraf Laâziri,https://en.wikipedia.org/wiki/Achraf_La%C3%A2ziri,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,,(2003-07-08)8 July 2003(age 21),"Hay Hassani, Morocco[1]",33.57361,-7.67611,".mw-parser-output .frac{white-space:nowrap}.mw-parser-output .frac .num,.mw-parser-output .frac .den{font-size:80%;line-height:0;vertical-align:super}.mw-parser-output .frac .den{vertical-align:sub}.mw-parser-output .sr-only{border:0;clip:rect(0,0,0,0);clip-path:polygon(0px 0px,0px 0px,0px 0px);height:1px;margin:-1px;overflow:hidden;padding:0;position:absolute;width:1px}1.77 m (5 ft9+1⁄2in)",Left-back
Ligue 1,Lyon,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,Islamdine Halifa,https://en.wikipedia.org/w/index.php?title=Islamdine_Halifa&action=edit&redlink=1,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,,,Not Listed,,,,
Ligue 1,Lyon,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,Johann Lepenant,https://en.wikipedia.org/wiki/Johann_Lepenant,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,Johann Théo Tom Lepenant[1],(2002-10-22)22 October 2002(age 21),"Granville, France",48.837401,-1.593931,1.76 m (5 ft 9 in)[2],Defensive midfielder
Ligue 1,Lyon,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,Orel Mangala,https://en.wikipedia.org/wiki/Orel_Mangala,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,Orel Johnson Mangala[1],(1998-03-18)18 March 1998(age 26)[2],"Brussels,[3]Belgium",50.84667,4.3525,1.78 m (5 ft 10 in)[2],Defensive midfielder
Ligue 1,Lyon,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,Jeffinho,https://en.wikipedia.org/wiki/Jeffinho,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,Jefferson Ruan Pereira dos Santos,(1999-12-30)30 December 1999(age 24),"Volta Redonda, Brazil",-22.52278,-44.10389,1.76 m (5 ft 9 in),Winger
Ligue 1,Lyon,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,Amin Sarr,https://en.wikipedia.org/wiki/Amin_Sarr,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,,(2001-03-11)11 March 2001(age 23),"Malmö, Sweden",55.60583,13.03583,1.88 m (6 ft 2 in)[1],Forward
Ligue 1,Lyon,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,Chaïm El Djebali,https://en.wikipedia.org/wiki/Cha%C3%AFm_El_Djebali,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,Chaïm El Djebali[1],(2004-02-07)7 February 2004(age 20)[1],"Décines-Charpieu, France",45.7694,4.9594,1.70 m (5 ft 7 in)[1],Midfielder
Ligue 1,Lyon,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,Enzo Molebe,https://en.wikipedia.org/wiki/Enzo_Molebe,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,Enzo Anthony Honoré Molébé,(2007-09-18)18 September 2007(age 16),"Décines-Charpieu, France[1]",45.7694,4.9594,,Striker
Ligue 1,Lyon,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,Alejandro Gomes Rodriguez,https://en.wikipedia.org/w/index.php?title=Alejandro_Gomes_Rodriguez&action=edit&redlink=1,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,,,Not Listed,,,,
Ligue 1,Lyon,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,Yacine Chaïb,https://en.wikipedia.org/w/index.php?title=Yacine_Cha%C3%AFb&action=edit&redlink=1,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,,,Not Listed,,,,
Ligue 1,Lyon,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,Romain Perret,https://en.wikipedia.org/w/index.php?title=Romain_Perret&action=edit&redlink=1,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,,,Not Listed,,,,
Ligue 1,Lyon,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,Matéo Pereira,https://en.wikipedia.org/w/index.php?title=Mat%C3%A9o_Pereira&action=edit&redlink=1,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,,,Not Listed,,,,
Ligue 1,Lyon,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,Ahmed Djimé,https://en.wikipedia.org/w/index.php?title=Ahmed_Djim%C3%A9&action=edit&redlink=1,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,,,Not Listed,,,,
Ligue 1,Lyon,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,Sekou Lega,https://en.wikipedia.org/wiki/Sekou_Lega,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,Sekou Bable Georges Lega,(2003-01-21)21 January 2003(age 21),"Paris, France",48.85667,2.35222,1.92 m (6 ft 4 in)[1],Forward
Ligue 1,Lyon,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,Lassine Diarra,https://en.wikipedia.org/w/index.php?title=Lassine_Diarra&action=edit&redlink=1,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,,,Not Listed,,,,
Ligue 1,Lyon,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,Ilam Djailane,https://en.wikipedia.org/w/index.php?title=Ilam_Djailane&action=edit&redlink=1,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,,,Not Listed,,,,
Ligue 1,Lyon,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,Téo Barisic,https://en.wikipedia.org/w/index.php?title=T%C3%A9o_Barisic&action=edit&redlink=1,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,,,Not Listed,,,,
Ligue 1,Lyon,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,Lilian Coponat,https://en.wikipedia.org/w/index.php?title=Lilian_Coponat&action=edit&redlink=1,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,,,Not Listed,,,,
Ligue 1,Lyon,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,Ali Ali Hassan,https://en.wikipedia.org/w/index.php?title=Ali_Ali_Hassan&action=edit&redlink=1,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,,,Not Listed,,,,
Ligue 1,Lyon,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,Irvyn Lomami,https://en.wikipedia.org/w/index.php?title=Irvyn_Lomami&action=edit&redlink=1,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,,,Not Listed,,,,
Ligue 1,Lyon,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,Prince Mbatschi,https://en.wikipedia.org/w/index.php?title=Prince_Mbatschi&action=edit&redlink=1,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,,,Not Listed,,,,
Ligue 1,Lyon,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,Jérémy Mounsesse,https://en.wikipedia.org/w/index.php?title=J%C3%A9r%C3%A9my_Mounsesse&action=edit&redlink=1,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,,,Not Listed,,,,
Ligue 1,Lyon,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,Samuel Bossiwa,https://en.wikipedia.org/w/index.php?title=Samuel_Bossiwa&action=edit&redlink=1,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,,,Not Listed,,,,
Ligue 1,Lyon,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,Mathys De Carvalho,https://en.wikipedia.org/w/index.php?title=Mathys_De_Carvalho&action=edit&redlink=1,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,,,Not Listed,,,,
Ligue 1,Lyon,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,Pierre Dorival,https://en.wikipedia.org/w/index.php?title=Pierre_Dorival&action=edit&redlink=1,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,,,Not Listed,,,,
Ligue 1,Lyon,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,Erawan Garnier,https://en.wikipedia.org/wiki/Erawan_Garnier,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,Erawan Garnier,(2006-01-05)5 January 2006(age 18),"Écully, France",45.7753,4.7783,1.80 m (5 ft 11 in),Winger
Ligue 1,Lyon,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,Celestino Iala,https://en.wikipedia.org/w/index.php?title=Celestino_Iala&action=edit&redlink=1,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,,,Not Listed,,,,
Ligue 1,Lyon,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,Thibaut Ehling,https://en.wikipedia.org/w/index.php?title=Thibaut_Ehling&action=edit&redlink=1,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,,,Not Listed,,,,
Ligue 1,Lyon,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,Ibrahima Fall,https://en.wikipedia.org/w/index.php?title=Ibrahima_Fall_(footballer)&action=edit&redlink=1,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,,,Not Listed,,,,
Ligue 1,Lyon,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,Thiema Gueye,https://en.wikipedia.org/w/index.php?title=Thiema_Gueye&action=edit&redlink=1,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,,,Not Listed,,,,
Ligue 1,Lyon,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,Yannis Lagha,https://en.wikipedia.org/wiki/Yannis_Lagha,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,Yannis Alladoum Lagha,(2004-06-21)21 June 2004(age 20),"Lyon, France[1]",45.76,4.84,1.85 m (6 ft 1 in),Striker
Ligue 1,Lyon,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,Eli Wissa,https://en.wikipedia.org/w/index.php?title=Eli_Wissa&action=edit&redlink=1,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/165px-Olympique_Lyonnais_logo.svg.png,,,Not Listed,,,,
Ligue 1,Marseille,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Olympique_Marseille_logo.svg/180px-Olympique_Marseille_logo.svg.png,Gerónimo Rulli,https://en.wikipedia.org/wiki/Ger%C3%B3nimo_Rulli,First Team,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Olympique_Marseille_logo.svg/180px-Olympique_Marseille_logo.svg.png,Gerónimo Rulli[1],(1992-05-20)20 May 1992(age 32),"La Plata,Buenos Aires, Argentina",-34.92111,-57.95444,1.89 m (6 ft 2 in),Goalkeeper
Ligue 1,Marseille,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Olympique_Marseille_logo.svg/180px-Olympique_Marseille_logo.svg.png,Quentin Merlin,https://en.wikipedia.org/wiki/Quentin_Merlin,First Team,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Olympique_Marseille_logo.svg/180px-Olympique_Marseille_logo.svg.png,,(2002-05-16)16 May 2002(age 22),"Nantes, France",47.2181,-1.5528,1.73 m (5 ft 8 in)[1],"Left-back,left wing-back"
Ligue 1,Marseille,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Olympique_Marseille_logo.svg/180px-Olympique_Marseille_logo.svg.png,Leonardo Balerdi,https://en.wikipedia.org/wiki/Leonardo_Balerdi,First Team,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Olympique_Marseille_logo.svg/180px-Olympique_Marseille_logo.svg.png,Leonardo Julián Balerdi Rosa[1],(1999-01-26)26 January 1999(age 25),"Villa Mercedes, Argentina",-33.667,-65.467,1.87 m (6 ft 2 in)[2],Centre-back
Ligue 1,Marseille,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Olympique_Marseille_logo.svg/180px-Olympique_Marseille_logo.svg.png,Ulisses Garcia,https://en.wikipedia.org/wiki/Ulisses_Garcia,First Team,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Olympique_Marseille_logo.svg/180px-Olympique_Marseille_logo.svg.png,Ulisses Alexandre Garcia Lopes,(1996-01-11)11 January 1996(age 28),"Almada, Portugal",38.68028,-9.15833,1.82 m (6 ft 0 in),Left-back
Ligue 1,Marseille,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Olympique_Marseille_logo.svg/180px-Olympique_Marseille_logo.svg.png,Valentín Carboni,https://en.wikipedia.org/wiki/Valent%C3%ADn_Carboni,First Team,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Olympique_Marseille_logo.svg/180px-Olympique_Marseille_logo.svg.png,Valentín Carboni[1],(2005-03-05)5 March 2005(age 19)[1],"Buenos Aires, Argentina",-34.60361,-58.38139,1.85 m (6 ft 1 in)[1],Attacking midfielder
Ligue 1,Marseille,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Olympique_Marseille_logo.svg/180px-Olympique_Marseille_logo.svg.png,Azzedine Ounahi,https://en.wikipedia.org/wiki/Azzedine_Ounahi,First Team,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Olympique_Marseille_logo.svg/180px-Olympique_Marseille_logo.svg.png,Azzedine Ounahi[1],(2000-04-19)19 April 2000(age 24),"Casablanca, Morocco",33.533,-7.583,1.82 m (6 ft 0 in),Attacking midfielder
Ligue 1,Marseille,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Olympique_Marseille_logo.svg/180px-Olympique_Marseille_logo.svg.png,Elye Wahi,https://en.wikipedia.org/wiki/Elye_Wahi,First Team,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Olympique_Marseille_logo.svg/180px-Olympique_Marseille_logo.svg.png,Sepe Elye Delmas Wahi,(2003-01-02)2 January 2003(age 21),"Courcouronnes, France",48.6173,2.4086,1.81 m (5 ft 11 in)[1],Forward
Ligue 1,Marseille,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Olympique_Marseille_logo.svg/180px-Olympique_Marseille_logo.svg.png,Mason Greenwood,https://en.wikipedia.org/wiki/Mason_Greenwood,First Team,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Olympique_Marseille_logo.svg/180px-Olympique_Marseille_logo.svg.png,Mason Will John Greenwood[1],(2001-10-01)1 October 2001(age 22)[2],"Bradford, West Yorkshire, England",53.8,-1.75,5 ft 11 in (1.81 m)[3],Forward[4]
Ligue 1,Marseille,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Olympique_Marseille_logo.svg/180px-Olympique_Marseille_logo.svg.png,Amine Harit,https://en.wikipedia.org/wiki/Amine_Harit,First Team,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Olympique_Marseille_logo.svg/180px-Olympique_Marseille_logo.svg.png,Amine Harit[1],(1997-06-18)18 June 1997(age 27)[1],"Pontoise, France",49.0516,2.1017,1.80 m (5 ft 11 in)[2],Attacking midfielder
Ligue 1,Marseille,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Olympique_Marseille_logo.svg/180px-Olympique_Marseille_logo.svg.png,Jeffrey de Lange,https://en.wikipedia.org/wiki/Jeffrey_de_Lange,First Team,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Olympique_Marseille_logo.svg/180px-Olympique_Marseille_logo.svg.png,,(1998-04-01)1 April 1998(age 26),"Amstelveen, Netherlands",52.3,4.85,1.91 m (6 ft 3 in),Goalkeeper
Ligue 1,Marseille,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Olympique_Marseille_logo.svg/180px-Olympique_Marseille_logo.svg.png,Derek Cornelius,https://en.wikipedia.org/wiki/Derek_Cornelius,First Team,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Olympique_Marseille_logo.svg/180px-Olympique_Marseille_logo.svg.png,Derek Austin Cornelius[1],(1997-11-25)25 November 1997(age 26),"Ajax, Ontario, Canada",43.85833,-79.03639,1.87 m (6 ft 2 in),Centre-back
Ligue 1,Marseille,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Olympique_Marseille_logo.svg/180px-Olympique_Marseille_logo.svg.png,Faris Moumbagna,https://en.wikipedia.org/wiki/Faris_Moumbagna,First Team,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Olympique_Marseille_logo.svg/180px-Olympique_Marseille_logo.svg.png,Faris Pemi Moumbagna,(2000-07-01)1 July 2000(age 24),"Yaoundé, Cameroon",3.867,11.517,1.85 m (6 ft 1 in),Forward
